Mod ID,Name,Category,Endorsements,Unique Downloads,Total Downloads,Views,Last Update,Original Upload,Creator Name,Uploader Name,Uploader ID,Country,Date Collected
34051,Duelists Longcoat,Armour,3386,40833,68300,469254,2013/05/05,2013/03/29,str8maverick,str8maverick,6295666,Not specified,2020/01/30
34060,Improved Dawnguard Vampire Eyes - glowing and non-glowing,Models and Textures,2169,24769,60836,259063,2014/07/11,2013/03/29,ViewtifulFlo,ViewtifulFlo,6051616,Germany,2020/01/30
34063,SR Elf Followers,Followers and Companions,6591,102306,272698,819648,2019/03/21,2013/03/29,sarrai,sarrai,6201814,Not specified,2020/01/28
34074,Light Elven Armor - UNP,Armour,5920,67823,144918,690905,2013/03/29,2013/03/29,NewerMind43,newermind43,2959649,Not specified,2020/01/28
34079,Liliths Eviscerator - Custom Sword Greatsword and Dagger,Weapons,1880,25908,41323,238021,2013/03/30,2013/03/29,wiikki,wiikki,2407268,Finland,2020/01/31
34081,Bigger Better Sun,Environmental,1880,22594,34899,141900,2013/03/29,2013/03/29,Skyrimaguas,skyrimaguas,6256260,Philippines,2020/01/31
34093,Weapons and Armor Fixes Remade,Bug Fixes,52777,524135,1424819,3034517,2018/08/02,2013/03/30,kryptopyr,kryptopyr,4291352,United States of America,2020/01/28
34106,The Rabbit Hole,Dungeons - New,2694,36392,59119,219626,2013/05/07,2013/03/30,Jake Washenfelder,jediborg,940974,Not specified,2020/01/30
34108,Ragdoll Paralysis,Alchemy,5460,57048,128038,242983,2013/03/30,2013/03/30,silverfish,silverfish,569076,Not specified,2020/01/28
34147,aMidianBorn wolf armor and skyforge weapons,Models and Textures,18331,184153,396758,1313110,2013/10/16,2013/03/30,EmeraldReign 83Willow CaBaL,CaBaL120,571605,Italy,2020/01/28
34148,dungeon treasure - dwemer and ancient nord coins,"Collectables, Treasure Hunts, and Puzzles",1097,9590,17233,93534,2013/04/02,2013/03/30,darkman24,darkman24,4977474,Not specified,2020/01/31
34150,Customized Categorized Favorites Menu - CCFM,User Interface,3919,35190,67140,289174,2013/05/28,2013/03/30,HoleyGrail,HoleyGrail,6273251,Not specified,2020/01/28
34155,Dual Sheath Redux,Immersion,85340,945235,3764899,8697597,2016/05/28,2013/03/31,Neovalen,Neovalen,1267569,United States of America,2020/01/28
34160,Sexy Vanilla Female Armor for UNP and SevenBase with BBP,Armour,24318,243427,706766,3269941,2013/07/04,2013/03/31,Crosscrusade,Crosscrusade,5552816,Indonesia,2020/01/28
34170,Archmage Robes Royal Retexture -19 colours-,Clothing,1457,15524,45915,248885,2013/04/01,2013/03/31,Messias Mummo,messiasmummo,3516810,Finland,2020/01/31
34222,Wardrobe Manager,Followers and Companions,1613,18181,31172,195135,2013/05/09,2013/04/01,Qeezer,qeezer,227598,United Kingdom,2020/01/31
34224,Vendor Sale Delay - GONE,User Interface,6058,68684,122141,239269,2013/12/29,2013/04/01,MilletGtR,MilletGtR,5674669,Not specified,2020/01/28
34234,Symphonies Of Skyrim,"Audio - SFX, Music, and Voice",2418,22440,45735,134785,2015/03/27,2013/04/01,Tom Colebrooke,Aarchduke,2917554,United Kingdom,2020/01/30
34269,True Bound Daedric Armors,Magic - Spells & Enchantments,1954,27162,46808,303997,2013/04/08,2013/04/02,foster,foster xbl,970652,Not specified,2020/01/31
34302,Revert Fortify Restoration Fix of the Unofficial Skyrim Patch,Gameplay Effects and Changes,1129,11063,18354,82720,2013/04/11,2013/04/02,Belthazor82,Belthazor82,3466272,Not specified,2020/01/31
34306,Tru3Magics Light Elven Armor Retexture,Armour,1238,16197,49102,193223,2013/04/03,2013/04/02,Tru3Magic,Tru3lMagic,3899565,Russian Federation,2020/01/31
34307,Skills Config,Cheats and God items,14897,164108,355861,727050,2013/04/17,2013/04/02,stevied1969,stevied1969,5259664,Not specified,2020/01/28
34321,Virtus Imperii - Imperial Gear Re-mastered,Models and Textures,3730,34665,73164,408734,2013/05/01,2013/04/03,EcthelionOtW,EcthelionOtW,3676578,Germany,2020/01/28
34331,Hi-res Vanilla Warpaint,Models and Textures,1878,24514,45059,138428,2013/04/03,2013/04/03,Tara,tbowers1,3798459,Not specified,2020/01/31
34346,Smile in HD,Models and Textures,21428,276152,761483,1397716,2017/11/26,2013/04/03,zzjay,zzjay,2689072,Italy,2020/01/28
34359,Cloud Swords,Weapons,1525,22768,34551,193987,2016/02/20,2013/04/04,Jerick,Jerick,1075389,Not specified,2020/01/31
34368,Druid's Den - Collectors Edition,Player homes,1924,14653,27150,311856,2016/08/12,2013/04/04,Saerileth and Icecreamassassin,Saerileth,4522213,Switzerland,2020/01/31
34384,Ironwood Homestead,"Castles, Palaces, Mansions, and Estates",1091,10809,19236,148894,2014/02/15,2013/04/04,Jokerine,Jokerine,2543917,Antarctica,2020/01/31
34395,Ancient Falmer Armor HD retext and redone,Models and Textures,1931,28899,54902,206555,2013/04/07,2013/04/05,Barneq,Barneq,5741459,Poland,2020/01/31
34399,Animated Dwemer Lift Load Doors,Immersion,8017,60639,173077,328232,2013/04/09,2013/04/05,DoubleBrewski,DOUBLEBREWSKI,181856,United States of America,2020/01/28
34433,B-D-Y-E-B Shield Mod,Armour,4095,48589,122144,528371,2013/05/03,2013/04/05,TheMalfazar,TheMalfazar,3555704,South Africa,2020/01/28
34438,Subtle Male Skeleton,Models and Textures,3038,33378,61466,330240,2013/06/25,2013/04/05,Earrindo,Earrindo,26505,United States of America,2020/01/30
34469,Batch Files Galore,Miscellaneous,1172,10929,24406,110015,2013/08/27,2013/04/06,hellbiter88,hellbiter88,4662943,Not specified,2020/01/31
34475,The Bottomless Pit,Quests and Adventures,3787,38418,58395,278781,2013/05/09,2013/04/06,Kaminazo and Friends-Nightskia spintochick badgremlin and avpke,davidagladish,1768815,Not specified,2020/01/28
34492,Northern Encounters,Quests and Adventures,1959,19442,36192,195629,2016/02/08,2013/04/06,i73Fi,i73fi,6521424,Finland,2020/01/31
34496,SPOA Silver Knight Shield,Armour,3291,36009,65462,245745,2017/12/15,2013/04/07,dopalacz and FrankFamily,dopalacz,3478029,Poland,2020/01/30
34508,360 Walk and Run Plus,Animation,36057,367661,823681,2104000,2014/08/24,2013/04/07,yukl,yukl,4222869,Japan,2020/01/27
34514,China Doll Race -NMM Compatible-,"Races, Classes, and Birthsigns",1269,22109,60914,350135,2015/01/13,2013/04/07,Glas,StikTrooper,1026301,United States of America,2020/01/31
34515,Dismiss Steward,Miscellaneous,1633,18072,30570,101942,2013/04/07,2013/04/07,BiggerDigger,BiggerDigger,3624138,Russian Federation,2020/01/31
34535,Wearable Lanterns SMIM Patch,Items and Objects - Player,6610,70947,148500,343994,2013/04/10,2013/04/07,Telamont,telamont,1324658,Not specified,2020/01/28
34539,Battle Hardened Warpaints,"Body, Face, and Hair",10039,114439,304910,870114,2013/04/17,2013/04/07,Diethardt,Diethardt,5373679,Canada,2020/01/28
34555,The Bow of the DarkOne,Weapons,1762,21404,32110,194452,2013/04/08,2013/04/08,Nicoroshi,Nicoroshi,64989,United States of America,2020/01/31
34570,Summer Solstheim HD,Environmental,1728,22256,64088,196358,2013/04/30,2013/04/08,Ichibu,Ichibu,2063119,United Kingdom,2020/01/31
34583,Magic Duel - Reborn,Magic - Gameplay,7990,122691,218725,680584,2015/03/15,2013/04/08,Seb263,Seb263,825950,France,2020/01/28
34593,Loadout,Gameplay Effects and Changes,3584,43523,84493,322680,2013/07/25,2013/04/09,Deazurain,Deazurain,4429982,Netherlands,2020/01/28
34607,Realistic Crossbow Fire,"Audio - SFX, Music, and Voice",1205,16584,32575,102058,2015/12/26,2013/04/09,tanishin,tanishin,2079562,Not specified,2020/01/31
34612,Trade and Barter,Gameplay Effects and Changes,28809,297715,730748,1588425,2013/04/19,2013/04/11,kryptopyr,kryptopyr,4291352,United States of America,2020/01/28
34615,Mantle of the Silver Hand,Armour,4471,46779,81413,491094,2013/04/10,2013/04/10,Hothtrooper44,hothtrooper44,3656551,Not specified,2020/01/28
34620,Lore Friendly Spells,Magic - Spells & Enchantments,1449,17876,30007,145408,2013/08/08,2013/04/11,undomir,undomir,33746,Finland,2020/01/31
34623,Everyone is Essential - NPCs Protected,Gameplay Effects and Changes,1449,11056,23793,101487,2013/11/10,2013/04/10,Sardaukar9791,Jodi79,350869,Italy,2020/01/31
34650,UNP Boots retexture,Models and Textures,1124,10825,32544,172249,2013/10/13,2013/04/11,AncientKane,AncientKane,5786544,Not specified,2020/01/31
34723,Adoptable Argonian Hatchling - Chases-Starlight,NPC,1334,10170,17344,109362,2014/04/30,2013/04/13,NyessaX,NyessaX,6285166,United States of America,2020/01/31
34727,Berserk Sonia Armor,Armour,1084,12587,25628,196799,2018/05/20,2013/04/16,Gimora,Gimora,6550312,Japan,2020/01/31
34756,Lanterns of Skyrim - Climates of Tamriel v3 Custom Preset,Immersion,1712,15327,24181,129849,2013/04/14,2013/04/13,throb23,throb23,1128692,United Kingdom,2020/01/31
34764,Inferno Weapons and Armors Set -The Arms of Hell Flame-,Weapons and Armour,1521,25885,53213,274384,2013/05/28,2013/04/14,metametroid,metametroid,4158094,Japan,2020/01/31
34770,Extra Werewolf Perks,Gameplay Effects and Changes,1612,17960,40352,169668,2013/10/07,2013/04/14,WTFus,WTFus,5388374,Not specified,2020/01/31
34795,Learn Alchemy From Recipes,Immersion,4104,35698,58207,189283,2013/04/15,2013/04/15,NeoRunek,NeoRunek,6424079,Not specified,2020/01/28
34799,About Horses,Creatures,1557,15168,24298,147390,2014/01/02,2013/04/14,Darkgondul,darkgondul,1300054,Italy,2020/01/31
34834,Legend of the Eagles Nest,Player homes,17539,192246,373775,1355065,2014/09/15,2013/04/15,Flaho Shi,FlahoShi,4766377,Not specified,2020/01/28
34836,Magic Runes - You can use magic runes as shield,Armour,1100,21011,31193,186338,2013/04/17,2013/04/15,sorrow083864,sorrow083864,1311928,Not specified,2020/01/31
34842,AutoSave Manager,Gameplay Effects and Changes,9149,77637,148844,396007,2013/04/27,2013/04/15,vivanto,vivanto,1273328,Not specified,2020/01/28
34858,SKSE INI for those that dunno if they have it,Utilities,5377,56961,86456,263976,2014/02/06,2013/04/16,Tairensoul,Thorne67,3761688,United States of America,2020/01/28
34881,AE Animations,Gameplay Effects and Changes,1284,13278,21517,141352,2013/04/16,2013/04/16,AlterEgo,silverflasher,3694264,Not specified,2020/01/31
34886,Lorkhans Vision - Night Sky,Environmental,1653,14499,24260,141560,2013/06/14,2013/04/17,Doubloonz,Doubloonz,5373025,United States of America,2020/01/31
34913,New Ancient Nord Armor for CBBE,Armour,1122,14804,24100,231093,2013/04/18,2013/04/17,Nikitaa,Nikitaa,3678570,France,2020/01/31
34914,Psijic Robes Retexture - Keeper of the Ogma HD,Clothing,1383,11761,22386,127731,2013/04/19,2013/04/17,Rafuel,Rafuel,5657210,Italy,2020/01/31
34917,Deadly Mutilation - dismemberment blood and gore,Combat,40139,558668,2492674,3398578,2013/05/19,2013/04/17,Lamer1000,lamer1000,2598850,Not specified,2020/01/28
34925,Unofficial SPERG Patches,Patches,2953,24712,71992,247689,2014/02/19,2013/04/17,LgEnder,LgEnder,158607,Not specified,2020/01/30
34935,Babes of Skyrim (Vanilla Replacer),NPC,2876,29753,97325,449499,2017/11/20,2013/04/17,Dar0ne45,Dar0ne45,3419587,United Kingdom,2020/01/30
34950,Immersive Animations,Animation,74808,857694,2984730,6673870,2014/12/18,2013/04/18,Bergzore,Bergzore,3324848,United States of America,2020/01/28
34959,Skyrim Tycoon - Reloaded,Overhauls,1454,19022,30046,244708,2013/07/20,2013/04/18,Joubarbe,Joubarbe,98010,Not specified,2020/01/31
34960,Run Sprint and Jump,Animation,12601,163663,299241,1011133,2013/05/20,2013/05/11,Bergzore,Bergzore,3324848,United States of America,2020/01/28
34981,No More Glowing Edges Mod,Immersion,7868,85833,174361,481320,2013/04/29,2013/04/19,Ftreach,Ftreach,4130988,Not specified,2020/01/28
34996,aMidianBorn Nordic Carved,Models and Textures,8619,81605,147527,494070,2013/05/21,2013/04/19,CaBaL,CaBaL120,571605,Italy,2020/01/28
35002,Opulent Outfits - Mage Robes of Winterhold v4,Clothing,9289,110189,307685,1339449,2013/07/26,2013/04/19,BaboonCru MangoMonkey,babooncru,4050758,United Kingdom,2020/01/28
35008,Dogs of Skyrim,Creatures,9005,93670,163927,703073,2014/05/03,2013/04/19,Ichibu,Ichibu,2063119,United Kingdom,2020/01/28
35038,Hammerfell- Shadows of Dragonstar,Quests and Adventures,1801,25423,58174,402174,2015/08/12,2013/04/20,X,ArogueModder,34201255,Not specified,2020/01/31
35048,Witch Battle Armor and Weapon,Weapons and Armour,2461,27105,47991,386489,2013/04/21,2013/04/20,NewerMind43,newermind43,2959649,Not specified,2020/01/30
35050,Skyrim Heart Rate Beta,Immersion,1118,12685,19207,139483,2013/05/07,2013/04/21,Anzious,Anzious,4371995,Denmark,2020/01/31
35051,Compound Bow Collection,Weapons,2122,29118,44795,204355,2014/03/04,2013/04/20,Alrock10,Alrock10,2187008,Not specified,2020/01/30
35056,Facial Piercings,Models and Textures,5033,56074,178721,455276,2013/04/26,2013/04/20,Regn,regnbagar,2511667,Not specified,2020/01/28
35068,Liliths Thorn - Custom Rapier Sword,Weapons,1450,16942,31670,167742,2013/04/22,2013/04/21,wiikki,wiikki,2407268,Finland,2020/01/31
35079,HearthFire - Windstad Manor - Fortified and Upgradable -by OH,Player homes,3201,28163,48555,338017,2013/04/27,2013/04/21,OH,owenholiday,3629736,Not specified,2020/01/30
35088,After Glow Fashion for CBBE,Clothing,1798,18716,29926,271557,2013/08/17,2013/04/21,Danieldk,danieldk,1557816,Not specified,2020/01/31
35089,Archmage of Winterhold HD Retexture,Clothing,4110,41933,66833,280545,2013/04/21,2013/04/21,Rafuel,Rafuel,5657210,Italy,2020/01/28
35092,ApachiiSkyHair natural Retexture,"Body, Face, and Hair",33624,426738,1197065,2705132,2013/05/17,2013/04/21,Hein84,Hein84,3212020,Italy,2020/01/27
35094,Aesir Armor,Armour,14982,165430,318906,1905643,2013/06/07,2013/04/21,Omesean,Omesean,1701838,Netherlands,2020/01/28
35117,Unique Dragon Priest Masks - HD textures,Armour,15849,184237,448885,1349631,2013/04/30,2013/04/22,skyrimaguas,skyrimaguas,6256260,Philippines,2020/01/28
35125,Maid Outfits by zzjay and GraceDarkling,Clothing,3797,39507,66789,528761,2013/07/14,2013/04/22,zzjay and GraceDarkling,zzjay,2689072,Italy,2020/01/28
35150,The Gemstone Collector,"Collectables, Treasure Hunts, and Puzzles",1435,15914,48753,226802,2015/08/30,2013/04/24,Haxokron,Zephur6788,2328780,Canada,2020/01/31
35153,AlfheimRobes,Armour,1196,13300,23091,175662,2013/05/15,2013/04/23,jgreybear,jgreybear,136773,United States of America,2020/01/31
35154,Less Intrusive HUD II,User Interface,13858,188711,513983,1094081,2015/04/21,2013/04/23,Crashnburn,lavigne77,3124821,Not specified,2020/01/28
35155,Correct Gender Animations,Animation,2208,22556,76828,241946,2013/05/13,2013/04/23,thefinn,thefinn,3242321,Not specified,2020/01/30
35161,High Heel Footstep Sounds,"Audio - SFX, Music, and Voice",2088,33870,58829,199007,2013/04/24,2013/04/23,Indrisblake,Indrisblake,1020990,Not specified,2020/01/30
35174,Grace Darklings Elven Scout Armor,Armour,1319,13208,21008,320769,2013/04/24,2013/04/24,Grace Darkling,Grace Darkling,69377,United Kingdom,2020/01/31
35200,Death Mountain,Quests and Adventures,2600,30449,66689,299583,2015/09/12,2013/05/03,Oblivionlaserie,Oblivionlaserie,2964351,Spain,2020/01/30
35252,Miraak HD Retexture - Champion of Mora - Disciple of Talos,Clothing,2052,21071,50457,291047,2013/04/28,2013/04/25,Rafuel,Rafuel,5657210,Italy,2020/01/30
35253,Immersive Armors Main Menu Replacer,Visuals and Graphics,2145,23770,33971,235296,2013/04/25,2013/04/25,Hothtrooper44,hothtrooper44,3656551,Not specified,2020/01/30
35278,Vlindrel Hall TNF - Hearthfire,Player homes,3451,55084,96678,221755,2013/09/03,2013/04/26,goatk,goatk,3729223,Taiwan,2020/01/28
35286,Dragons Shout with Voice,"Audio - SFX, Music, and Voice",7031,81880,235054,363327,2014/05/27,2013/04/26,pauderek,pauderek,1739196,Spain,2020/01/28
35303,Female Facial Animation,Animation,70719,790942,1971343,4310778,2017/12/06,2013/04/27,nao4288,nao4288,641048,Japan,2020/01/28
35305,Your Market Stall,Immersion,7541,98011,173388,605250,2013/06/14,2013/04/27,wgstein,wgstein,2761530,Not specified,2020/01/28
35307,Champollion a PEX to Papyrus decompiler,Utilities,4005,45774,82538,213721,2013/04/29,2013/04/27,li1nx,li1nx,6106950,Not specified,2020/01/28
35311,Showers in Inns,Immersion,3323,35316,82202,248656,2016/03/20,2013/04/27,Jokerine,Jokerine,2543917,Antarctica,2020/01/30
35318,BLEED - A Blood Overhaul,Overhauls,4514,60758,95203,354974,2013/05/05,2013/04/27,TheSkoomaKing,TheSkoomaKing,4535864,Not specified,2020/01/28
35327,SG Female Eyebrows,Models and Textures,34586,522786,1233168,2035888,2013/04/28,2013/04/28,Hello Santa,hellosanta,2209393,Canada,2020/01/27
35329,Cultist HD Retexture - Cultist of the Champion of Mora or Follower of the Disciple of Talos,Clothing,1262,12635,25172,143669,2013/05/19,2013/04/28,Rafuel,Rafuel,5657210,Italy,2020/01/31
35339,Forgotten Magic Redone,Magic - Spells & Enchantments,23863,253336,578036,1914495,2018/02/12,2013/04/28,3JIou and sward66,3jiou,1614960,Russian Federation,2020/01/28
35359,Windstad Pool and Hot Bath EX for Hearthfire,Player homes,2000,19111,32652,216547,2018/03/15,2013/04/29,sa547,sa547,4756051,Philippines,2020/01/31
35362,No Killmoves - No Killcams - No Killbites,Combat,2786,26852,50561,153003,2013/04/28,2013/04/28,David Sid,DavidSid,6457819,Not specified,2020/01/30
35378,Corpse Preparation - True Necromancy,Followers and Companions,1717,19538,35348,346024,2014/08/03,2013/04/29,Mojo,mojo22,2469814,Not specified,2020/01/31
35399,Book Covers Skyrim,Models and Textures,53801,517072,1508883,2675011,2016/10/28,2013/04/29,DanielCoffey and doccdr,DanielCoffey,3204267,United Kingdom,2020/01/28
35428,SNIP - Skyrim New Icons Pack,Utilities,1328,10765,13266,87143,2013/05/02,2013/04/30,D0WNR4Z0R,D0WNR4Z0R,6562424,Netherlands,2020/01/31
35470,Moonlight Tales - Werewolf and Werebear Overhaul,Overhauls,39399,373112,981467,3215898,2014/09/06,2013/05/01,Brevi and Al99,spwned,929113,Hungary,2020/01/28
35471,RR Skyrim Seifuku for UNP,Armour,1879,31818,55494,217417,2019/09/01,2013/05/01,Reira,monpoko,428921,Japan,2020/01/31
35496,Cute Elves Race Mod,"Races, Classes, and Birthsigns",2155,30457,44337,275188,2013/05/01,2013/05/01,Den987,Den987,3751738,Latvia,2020/01/30
35506,Midas Magic Evolved,Magic - Spells & Enchantments,11527,158017,292521,959311,2013/10/17,2013/05/02,darealslenderman,darealslenderman,5660531,Not specified,2020/01/28
35516,Steel Dragon Longcoat,Armour,2736,28186,44514,280457,2013/05/04,2013/05/04,str8maverick and Jerros,str8maverick,6295666,Not specified,2020/01/30
35556,Rogue Script Remover,Utilities,1235,8967,14659,75314,2013/08/03,2013/05/04,cindycrawford55,cindycrawford55,2327122,Not specified,2020/01/31
35564,Gifts of the Outsider - Dishonored in Skyrim,Magic - Spells & Enchantments,5997,72668,122408,645749,2014/06/16,2013/05/03,Madrilous,Madrilous,1264428,United Kingdom,2020/01/28
35576,Thanatos as Durnehviir,Models and Textures,1449,27650,56674,176990,2013/05/03,2013/05/03,AurianaValoria1 and Zerofrost,AurianaValoria1,2589176,United States of America,2020/01/31
35577,Warrior Within Swords - OUTDATED,Weapons,2288,37833,56213,355480,2013/05/06,2013/05/03,BloodFree,jmenaru,2509011,Romania,2020/01/30
35581,IMAGINATOR - MCMenu,Visuals and Graphics,8208,80680,129021,496617,2013/05/05,2013/05/03,vivanto,vivanto,1273328,Not specified,2020/01/28
35598,The Reserve II,Player homes,1250,12275,18015,124449,2013/05/06,2013/05/04,Lithxe,lithxe,3480372,United States of America,2020/01/31
35608,Dwemer Metal Retexture,Models and Textures,3205,33145,61873,197211,2014/12/05,2013/05/04,langley,langley02,5568390,Russian Federation,2020/01/30
35609,More gold in stores and from merchants,Gameplay Effects and Changes,3179,33406,55000,148450,2013/05/04,2013/05/04,vito740,vito740,2235766,Poland,2020/01/30
35611,Immersive Beds,Immersion,14465,151319,374735,892365,2014/05/14,2013/05/04,vivanto,vivanto,1273328,Not specified,2020/01/28
35647,Diamond Armor Smithing,Armour,1813,19762,36080,243516,2013/09/21,2013/05/04,UberSmaug,UberSmaug,4030652,Not specified,2020/01/31
35678,Bretonnia - New Breton Presets and MORE - by FastestDog - FULLY SEVENBASE 7B UNPB CBBE RACEMENU ECE COMPATIBLE,"Body, Face, and Hair",2724,29665,49992,298920,2013/08/04,2013/05/05,FastestDogInTheDistrict,FastestDogInTheDistrict,3538713,Not specified,2020/01/30
35693,Windhelm Lighthouse,Immersion,1681,16198,26682,89643,2013/05/05,2013/05/05,MannyGT,mannygt,3150929,Italy,2020/01/31
35708,Horizon of Dreams - Night Sky and Moon Textures,Models and Textures,5050,100169,171039,386938,2013/05/16,2013/05/06,Neokore,Neokore,1459175,Antarctica,2020/01/28
35713,ECEE - RANs Enhanced Character Edit Enhancer,"Body, Face, and Hair",7057,114183,228632,785034,2017/06/24,2013/05/06,RAN46,RAN46,1713099,Japan,2020/01/28
35717,Belt-Fastened Quivers,Visuals and Graphics,41499,445507,1011847,2062571,2015/09/26,2013/05/06,Chesko and Ninivekha,Chesko,187943,Not specified,2020/01/28
35718,BorderSense,Miscellaneous,5338,45263,73759,188306,2013/05/20,2013/05/06,Verteiron,verteiron,4118075,Not specified,2020/01/28
35762,DSAMG - Dragonborn Patches,Overhauls,2200,20022,45746,152035,2013/05/27,2013/05/07,JonoPhoenix,JonoPhoenix,27534,Not specified,2020/01/30
35770,Unique Weapons Redone,Weapons,6724,70066,121780,630045,2013/05/28,2013/05/07,SONNYSPAK and MudCrabKing,SONNYSPAK,4654379,Australia,2020/01/28
35774,TARDIS - STL - Reborn,Player homes,4577,33929,86651,565064,2019/10/14,2013/05/09,Benka Malinson,TheShatteredSteel,3120374,Canada,2020/01/28
35776,Telvanni Robes HD Retexture - 6 colours,Clothing,1441,15758,29457,197343,2013/05/07,2013/05/07,Rafuel,Rafuel,5657210,Italy,2020/01/31
35789,Shadow of Morrowind,New Lands,5534,65549,164518,1261140,2014/12/19,2013/05/08,SoM Team,SoMteam,6665821,Not specified,2020/01/28
35792,Mead Keg Backpack,Clothing,1084,11147,17507,113104,2013/05/10,2013/05/08,drsoupiii,drsoupIII,192304,Not specified,2020/01/31
35793,Trollsbane Armor and Weapon,Weapons and Armour,2971,37093,56132,448437,2013/05/09,2013/05/08,Hothtrooper44,hothtrooper44,3656551,Not specified,2020/01/30
35815,Skyrim Borders Disabled,Environmental,3358,31862,51386,149557,2013/05/08,2013/05/08,nhskill,nhskill,4549968,Germany,2020/01/30
35817,Apachii Hair for Suite Residents Light,Player homes,1838,19232,25704,205191,2013/05/08,2013/05/08,RIP88,rip88,4050102,Not specified,2020/01/31
35819,Smoking Torches and Candles,Visuals and Graphics,10819,162461,406420,615836,2018/10/19,2013/05/08,mindflux,artem1s,3211380,Not specified,2020/01/28
35827,Elven Teen Meadery Girls,Followers and Companions,1102,8305,18247,219592,2014/07/10,2013/05/09,AncientKane,AncientKane,5786544,Not specified,2020/01/31
35837,Dread Crossbow,Weapons,3074,33839,49659,250273,2013/05/10,2013/05/10,Reaper9111 - SkyrimForDaWin,SkyrimForDaWin,4997641,Australia,2020/01/30
35841,Helgen Reborn,Quests and Adventures,87652,767027,1721891,4648575,2015/06/28,2013/05/12,Mike Hancho aka Balok,Mike Hancho,1116031,Not specified,2020/01/28
35842,Skyrim Reforestation Project - Build your own Forest - Trees and Foliage Magic,Landscape Changes,1486,15549,23186,244903,2013/05/10,2013/05/09,skyrimaguas,skyrimaguas,6256260,Philippines,2020/01/31
35843,Akavari Katana Reborn,Weapons,2869,39808,76771,349643,2013/05/10,2013/05/09,NewerMind43,newermind43,2959649,Not specified,2020/01/30
35854,Insanitys Dwemer Weapons,Weapons,2515,26323,41977,285613,2013/06/23,2013/05/09,InsanitySorrow,InsanitySorrow,258945,United Kingdom,2020/01/30
35863,Imperial Mage Armor by Natterforme,Armour,1798,20885,30787,244417,2013/05/13,2013/05/13,Natterforme,Natterforme,2102930,Not specified,2020/01/31
35880,SCJewelry,Clothing,3390,28019,57052,347546,2015/02/05,2013/05/10,Severus616,Severus616,4661369,Not specified,2020/01/30
35893,Temple Priest Robes HD Retexture - Reclamation Robes,Clothing,1249,22122,30116,160447,2013/05/10,2013/05/10,Rafuel,Rafuel,5657210,Italy,2020/01/31
35899,Dorn Heven,Player homes,2696,37013,55481,318029,2014/07/20,2013/05/10,dignityBlade,dignityblade,4786567,Not specified,2020/01/30
35917,Light Sword - Burning Eye of Meridia,Weapons,3489,54303,94298,420479,2013/05/11,2013/05/11,Cuteunit,CuteUnit,84181,Not specified,2020/01/28
35927,Female Skeleton Replacer,Models and Textures,1198,17651,32644,224235,2014/08/21,2013/05/11,Ayame,OAyameO,6425323,Not specified,2020/01/31
35929,New Animation - Power Thrust,Animation,2039,25120,37348,223776,2013/05/11,2013/05/11,xp32,xp32,183089,Indonesia,2020/01/30
35962,Darker Than Black Dagger,Weapons,1189,16261,24989,136807,2014/07/30,2013/05/12,Rafael De Jongh,RafaelDeJongh,4063489,Belgium,2020/01/31
35965,Dragonborn Mages Robes Retexture Pack,Clothing,3098,31429,51627,332980,2013/05/12,2013/05/12,Rafuel,Rafuel,5657210,Italy,2020/01/30
35966,Silverfish Grotto,Player homes,5360,55303,87399,457939,2013/06/05,2013/05/12,MannyGT,mannygt,3150929,Italy,2020/01/28
36006,Ultimate Combat,Combat,25668,392993,835392,2501845,2020/01/25,2013/05/13,tktk,tktk1,3841389,Japan,2020/01/28
36017,Solstheim - The Lost Levels,Dungeons - New,1918,18138,29495,147240,2013/05/20,2013/05/13,Ionisthebear and Thingy Person,Thingy Person,971071,Not specified,2020/01/31
36036,Elven Archer Armor - UNP,Armour,4424,42954,73157,456009,2013/05/15,2013/05/14,NewerMind43,newermind43,2959649,Not specified,2020/01/28
36047,Alternate Actors,Gameplay Effects and Changes,10558,139847,281232,1293342,2013/06/27,2013/05/19,Iceburg,iceburg,1398716,United States of America,2020/01/28
36049,Lind's Necromancer Robes Revamp - Texture Replacer,Clothing,3776,37674,71130,347039,2016/03/18,2013/05/15,Lind001 - LindsWorkshop,Lind001,6129727,Italy,2020/01/28
36056,Reverse Crafting,Gameplay Effects and Changes,1494,18676,33432,82689,2013/05/19,2013/05/15,3PSQWERTY,3PSQWERTY,6192249,Not specified,2020/01/31
36058,Lilium Follower - Standalone - New Spells w Custom Armor and Weapons,Followers and Companions,3230,42399,92341,424467,2013/05/18,2013/05/15,messiasmummo and maymay1588,maymay1588,3667680,United States of America,2020/01/30
36059,No Dragon LODs,Visuals and Graphics,2171,15601,27341,93340,2014/10/02,2013/05/15,ShenziSixaxis,ShenziSixaxis,4069315,United States of America,2020/01/30
36061,Complete Solitude,"Cities, Towns, Villages, and Hamlets",2125,20426,33200,197741,2014/10/17,2013/05/15,Captain Swoop and TheFirstEnd,captainswoop,4459965,Not specified,2020/01/30
36067,Vividian ENB - Weather and Lighting - Vivid Weathers - CoT5 - RCRN - Pure Weather - Purity - NLA,ENB Preset,9749,135271,389390,1592161,2016/07/21,2013/05/15,Mangaclub and Benhat,Mangaclub,1632043,Not specified,2020/01/28
36078,Lind's Red Robes Revamp - Texture Replacer,Clothing,2425,18883,33020,157611,2015/01/17,2013/05/15,Lind001 - LindsWorkshop,Lind001,6129727,Italy,2020/01/30
